budget;target_energy;irradiation_min;price_coeff;transport_cost;status;minimum_energy;maximum_affordable_energy;recommended_energy;installation_cost;selected_panel;selected_battery;selected_inverter;scenario
17457513;7.5647;2.6532;0.9583;94903;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
24274712;4.1961;4.5299;1.245;195903;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9157893;1.7647;4.6224;1.2374;34586;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
13036979;5.6632;2.6605;1.1174;196691;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20964957;1.239;4.7486;1.0366;53783;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
13781946;7.2577;3.6294;1.0858;6183;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
13388315;4.0975;3.095;0.9395;103774;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18566874;3.0519;3.3453;0.9826;56675;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
24279170;3.0945;3.3396;1.0912;68311;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10425468;5.8294;3.8613;1.2767;37799;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7805717;6.3591;4.5625;0.888;207396;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11951434;2.1626;2.7182;1.3209;128178;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
6173199;4.0981;4.698;1.2851;23347;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9726221;6.2448;4.1453;1.2872;214112;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14577000;7.2838;4.661;0.9215;154047;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23750746;2.0265;2.2869;0.9984;61893;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26034416;7.8921;4.6514;0.9996;49873;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
25569215;5.0569;3.9462;1.1618;205469;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3155782;4.4612;3.3525;0.9689;55305;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3528027;3.5644;4.6949;1.1668;217732;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1650952;1.5821;4.4832;1.088;46737;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26406705;3.5326;4.5743;1.0373;192099;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10985340;7.5269;4.4262;1.1528;52672;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
17803299;1.5001;5.0157;0.9851;187112;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16163174;1.7933;3.6483;1.1198;4395;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23966269;5.594;3.2372;1.1941;220999;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9686903;0.2584;4.7412;1.2918;12543;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22551014;5.5561;3.226;1.1428;161197;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16383331;5.1302;2.5549;1.2137;40822;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
15854376;0.2985;4.8956;1.3365;176348;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
6561421;3.308;3.6593;1.2159;130585;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2757235;7.7399;4.1067;0.9461;70868;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
4936478;7.365;4.6611;1.1885;122223;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12696101;1.6336;4.1727;0.9224;195478;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8482937;3.7398;3.1188;0.9339;199455;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2802029;0.467;3.6218;1.3465;236703;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8925827;1.8653;4.7382;0.8819;3728;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10701590;3.3418;2.3652;0.9874;174929;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
4511687;7.7269;4.7987;1.3167;106251;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
13682668;4.9538;3.2258;0.9213;79741;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14075623;1.4619;5.3483;1.1147;237701;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9799911;2.9279;3.8089;1.0344;73630;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14805047;1.9513;5.2234;1.0864;188607;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9343284;1.5024;4.7491;0.9396;6333;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2554695;5.8918;5.1888;0.9013;159849;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10730911;2.9385;3.8469;1.1826;32721;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28654461;6.4372;3.2587;1.0236;140836;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
25626584;3.9849;3.3111;1.2689;142827;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7933796;1.6417;2.9519;1.1333;75751;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18735708;0.2914;3.8505;0.8974;144066;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9726470;0.4857;3.2474;0.9343;224029;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8613273;3.5241;2.9124;1.0084;158406;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20979845;5.4534;3.5495;1.0882;182999;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1736439;7.3685;3.144;1.2469;11974;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8835961;1.3159;4.2362;1.038;96513;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7364787;4.3036;3.354;0.8542;226832;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22240225;1.9401;4.7543;1.2391;76582;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
19145890;3.2766;4.882;1.2536;65163;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
25829780;3.4565;4.9432;1.0679;143579;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
17334975;4.3785;3.9353;1.3303;240388;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18620231;7.4505;3.9061;0.9672;247679;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
19697638;2.364;3.3302;1.0378;138505;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23408811;0.3669;3.7161;0.9963;247884;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5966354;1.046;2.9802;1.1441;201800;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26406816;6.0052;4.334;0.9035;48521;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2937319;2.771;3.9991;1.0733;156570;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9966658;1.7067;2.3302;0.9247;4429;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
21236555;1.5206;5.0413;1.0465;32423;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8441744;1.0663;5.1438;1.2522;158469;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28265662;5.9802;4.0809;1.0001;63512;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28773059;0.3594;4.0783;1.3026;196530;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1170592;6.0991;3.6316;1.2083;97458;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12397292;2.5908;3.622;1.0707;148971;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26673900;5.7662;2.2398;1.0638;206331;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14080150;0.2516;3.8003;1.2636;161676;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11584572;2.6855;4.1356;1.2413;61500;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10357602;3.2528;5.1037;1.1094;57551;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
15562189;1.888;5.2047;0.8787;191017;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3979696;0.9504;3.5036;0.9934;238689;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22576486;5.7338;5.147;1.1263;187;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20158837;7.41;3.9581;0.9365;193492;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
19281662;2.7985;2.6159;1.3337;43646;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18089441;7.4556;4.8246;1.169;50087;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23529678;4.107;4.4859;0.9273;6233;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23191239;7.8261;2.5384;1.201;210353;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20290740;6.838;3.9742;1.0861;70927;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
17396666;3.7918;3.9801;1.1324;186058;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7644655;2.0333;4.1434;1.3013;90624;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12616235;0.8471;4.5473;1.0079;43007;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12066330;7.5623;5.1439;1.2149;127247;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22837115;1.4447;2.8598;1.0878;168955;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2264822;6.0324;5.2041;0.937;242272;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20201699;0.9206;3.269;1.0106;119316;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
29160517;1.0471;2.2578;1.2273;57736;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12437385;4.3712;2.7093;1.238;139714;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9511804;6.3697;3.7976;1.1791;71882;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
6228510;1.7795;5.1158;0.9436;69138;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8043410;5.9443;5.2765;1.24;149400;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7098924;5.5015;5.2538;0.8963;20095;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18995953;3.5346;3.1271;1.2211;28341;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26171522;4.0537;4.941;0.9495;215792;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
6622724;0.5062;4.2503;1.2802;234830;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8351755;7.5883;5.3124;1.2408;217171;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
29617679;0.4267;3.0271;0.8752;238395;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22108068;6.2589;3.1672;1.1762;197659;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12580762;0.48;5.334;1.2758;155537;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9656050;1.1965;4.5527;0.9986;248949;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
24725226;6.8709;2.8983;1.0518;82894;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
15057139;5.2983;5.1804;1.2447;130060;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
27919396;7.7107;4.8049;0.9323;104436;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20079682;5.0643;3.2366;0.9732;232549;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26144518;4.2696;3.4714;1.2059;185396;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2702338;0.3019;5.0391;1.3159;30079;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22353682;2.9826;3.7349;1.3136;179509;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
17429875;4.7521;4.4065;0.9571;238829;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11846700;6.139;3.2487;1.1338;51403;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5201760;3.316;4.3502;1.1072;39474;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22444733;3.5616;3.5638;1.0746;43185;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16167089;7.1867;4.9615;1.1897;79881;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11269002;3.4619;2.2735;1.1276;159012;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
13037908;0.29;2.759;1.3345;43350;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1612476;6.3427;3.6279;0.9152;144462;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7679243;4.3921;3.2756;1.1533;158282;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3554545;4.2294;4.2784;1.1207;114268;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
4110766;1.4994;2.9065;1.183;94730;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26418919;3.6902;3.2898;0.9502;23304;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1744432;5.8881;2.6049;1.1186;69534;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5226716;6.4789;2.6608;1.0812;46987;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1527173;4.7283;3.1008;1.0315;117699;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
19762542;5.2509;2.5227;1.3161;29346;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28260228;6.6751;3.137;0.9801;211573;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16063744;1.8251;3.7376;1.0377;235351;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5789598;6.4727;2.955;1.2838;174262;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16874458;0.9527;5.1973;0.9604;99435;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23567719;7.6593;5.1295;1.0452;217765;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
21189093;7.6681;3.9267;1.243;10029;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
19337470;4.6148;3.2407;1.2812;142584;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28256946;3.8418;4.5215;1.1834;51041;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
25948397;5.8126;4.7905;1.0656;92302;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22643297;4.1979;4.7079;1.1109;51136;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11644151;7.7037;4.4069;0.9003;216761;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22954999;3.3485;4.484;1.1267;161070;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10122020;5.0468;3.7489;0.9259;239389;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22952873;3.0065;2.8114;1.1821;3782;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28322721;5.9183;2.6141;1.0609;200777;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1801500;2.5095;3.9501;1.0314;112109;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2823579;7.7208;2.5652;1.0278;140142;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
6461921;3.3014;2.6839;1.0027;150515;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16943658;7.973;5.3352;0.9958;131818;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
21526662;4.6092;5.2616;1.2085;200627;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26787488;2.8849;3.9339;1.034;243589;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
29442053;4.405;3.0837;0.9237;191426;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22517572;2.1655;2.971;1.2604;80571;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8872342;2.6459;4.3891;1.293;14178;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7717128;0.3075;4.0254;1.2611;200701;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
15246258;4.9117;3.2537;0.9531;245200;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20846090;3.9542;3.3315;1.0814;38697;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23101871;3.7097;3.6875;0.9779;97130;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18067869;6.2618;2.419;1.1359;132834;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18022344;6.0594;4.5218;0.9192;246900;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28194038;5.6381;3.033;1.2733;116109;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8546011;6.0503;2.7052;1.0466;186941;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20721689;1.7431;4.2769;1.2532;188511;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14751573;7.8139;3.1808;1.3279;230754;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1986038;2.1525;4.2613;1.0727;83226;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
29075676;3.5514;3.2957;1.1504;165536;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22881524;1.2205;5.2081;1.1998;204934;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3628118;3.5979;3.2948;0.9216;48744;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11480637;5.4286;3.7491;0.8684;105848;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11642028;1.2606;5.2826;0.9007;182789;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
20763466;0.7161;4.4735;0.9341;103142;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5044962;4.7863;5.2853;1.0725;138253;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
4625107;0.4535;3.221;0.9272;82820;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5274588;4.3176;4.9282;0.9716;221669;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
21914940;5.6936;3.3813;1.1344;208215;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3701868;4.0268;3.7439;1.2682;14580;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12544034;7.3562;4.9522;1.3434;59134;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26177974;6.557;2.8542;1.0332;187059;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
4236983;5.6723;4.1231;1.0558;248439;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22601050;5.3811;3.1247;1.0725;226574;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16364810;5.0303;4.894;1.0633;249622;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16817901;6.9997;3.2665;0.9604;162791;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26038747;4.6732;2.7009;1.0596;99820;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
4946156;3.2213;3.1635;1.0689;76202;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
13333183;0.7417;3.015;0.9596;20911;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
19137065;6.8872;3.1326;0.8883;43921;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
12702355;1.5397;2.394;1.1035;154885;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28210200;3.0017;2.6757;0.9202;215299;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14421953;5.1111;3.3068;1.0607;241774;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2291526;3.8463;2.7623;1.3085;63790;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28786235;2.114;4.6175;1.1082;7133;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18888068;0.7148;3.9826;1.301;45305;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
2885967;7.0414;2.3067;1.1573;224556;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10548234;1.7136;2.8415;1.0284;47876;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
24645050;7.6862;5.2209;1.2379;205091;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28699211;2.5279;4.215;1.0874;158258;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
6466528;6.3555;4.1852;1.1417;42813;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28234311;2.2336;4.9692;0.9361;38999;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
25894365;3.5722;2.6768;1.2594;142332;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
23256167;5.2838;5.3461;1.31;119829;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8198336;1.091;5.249;1.0533;72833;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
9878708;1.0324;4.7473;1.1437;885;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1298155;4.6132;3.0114;1.2691;212408;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26464522;7.7366;5.2009;1.0045;207681;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8022104;6.5903;3.5107;0.9339;169187;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8936879;4.4583;2.4739;1.2035;119635;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14907293;7.0775;3.925;1.202;170064;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
21169947;0.3306;2.8959;1.2169;30930;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3655950;7.2087;3.3725;1.2187;196975;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
26739083;0.5645;2.8897;1.2165;35126;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28527143;0.6323;5.3525;1.161;202667;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28817920;7.2704;4.9544;1.046;18989;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14428717;6.9046;2.2769;1.014;205905;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22552947;5.4514;5.0272;1.2798;146870;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3842376;2.2406;4.9159;1.2311;28244;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
15141784;0.8123;3.1522;1.2318;80582;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
18028319;5.9075;4.5725;1.2391;93893;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10900908;5.8681;3.2134;1.3427;201373;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
3777137;6.0272;4.7161;1.0679;149038;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
1144736;5.6527;4.7402;0.922;46202;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
25368262;3.8547;3.0453;1.2334;170301;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5523162;0.6649;5.0754;1.1668;180516;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28918694;0.8437;2.3166;1.174;201985;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11891392;7.967;4.495;0.8738;69799;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
4025445;7.7169;3.7659;1.0551;91507;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
11626756;4.6235;2.7993;1.2098;72995;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28082679;7.6997;3.5661;0.9018;160024;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
24874552;6.3497;3.2485;0.9759;227976;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5952382;1.5278;4.3021;1.3242;203931;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
14311423;4.1295;4.2918;0.88;173345;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
7348065;5.9171;2.9139;1.3485;200644;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
28972774;1.3364;2.3448;1.0962;117479;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
21416960;7.3643;2.5471;1.0842;142201;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5312810;3.3398;4.4956;1.2299;115589;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
24139989;6.2998;2.464;0.9306;120571;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
22264405;1.1294;3.4757;0.8889;64258;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16372859;4.7155;2.2138;1.287;92592;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
10453712;6.935;5.1074;1.2853;161031;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
5188557;4.5487;4.2209;1.0524;238002;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
16213675;6.8363;2.5442;1.3196;119879;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
8713767;4.3151;4.2442;1.1244;194410;"no_catalog_solution";"";"";"";"";"";"";"";"Tensions incompatibles"
