budget;target_energy;irradiation_min;price_coeff;transport_cost;status;minimum_energy;maximum_affordable_energy;recommended_energy;installation_cost;selected_panel;selected_battery;selected_inverter;scenario
1035554;7.6482;3.1127;1.233;82692;"no_solution_budget";1.39;0;"";"";"";"";"";"Catalogue standard"
24357790;7.7235;2.8815;1.3269;183182;"recommended_budget_limited";1.16;6.98;6.98;22441974;"P1";"B2";"I1";"Catalogue standard"
11131375;7.7806;2.7034;1.2517;13901;"no_solution_budget";1.08;0;"";"";"";"";"";"Catalogue standard"
15925435;5.1543;2.4304;1.1118;181026;"recommended_budget_limited";1.14;2.28;2.28;15243600;"P1";"B2";"I1";"Catalogue standard"
11941725;7.7798;2.3388;1.2417;221762;"no_solution_budget";1.21;0;"";"";"";"";"";"Catalogue standard"
7218684;5.0807;4.9418;1.2551;100845;"no_solution_budget";1.76;0;"";"";"";"";"";"Catalogue standard"
20596602;4.2051;3.3601;1.2781;14349;"recommended_target";1.44;11.55;4.33;14060300;"P1";"B1";"I1";"Catalogue standard"
12027627;4.3832;3.388;1.0764;145194;"recommended_budget_limited";1.29;1.29;1.29;11428495;"P1";"B2";"I1";"Catalogue standard"
22216728;4.3591;3.5619;1.2854;5229;"recommended_target";1.65;9.92;4.96;16120585;"P1";"B1";"I1";"Catalogue standard"
25423357;5.9718;4.7507;1.1051;4998;"recommended_target";1.41;21.22;6.37;13860409;"P2";"B1";"I1";"Catalogue standard"
3570305;0.8627;3.8015;0.9055;190816;"no_solution_budget";1.01;0;"";"";"";"";"";"Catalogue standard"
5313086;2.0161;3.5502;1.3038;241253;"no_solution_budget";1.37;0;"";"";"";"";"";"Catalogue standard"
21831471;6.6019;4.9437;0.8514;213967;"recommended_target";2;27.98;7.99;12362689;"P1";"B2";"I1";"Catalogue standard"
2893305;0.4458;4.8151;0.9329;18167;"no_solution_budget";1.95;0;"";"";"";"";"";"Catalogue standard"
21035305;7.4527;3.1326;1.0341;92777;"recommended_target";1.59;7.94;7.94;20053824;"P1";"B1";"I1";"Catalogue standard"
2841403;0.3496;2.5251;1.0112;132116;"no_solution_budget";0.83;0;"";"";"";"";"";"Catalogue standard"
6833012;0.6191;4.8927;1.1583;237713;"no_solution_budget";1.94;0;"";"";"";"";"";"Catalogue standard"
23059872;6.6044;3.0129;1.0959;148207;"no_solution_budget";1.41;0;"";"";"";"";"";"Catalogue standard"
21230044;3.5561;3.6075;1.179;227971;"recommended_target";1.34;6.68;4.01;15900174;"P1";"B1";"I1";"Catalogue standard"
6549844;7.4225;3.4853;1.0192;13132;"no_solution_budget";1.12;0;"";"";"";"";"";"Catalogue standard"
3701789;7.6385;3.2852;1.2738;147221;"no_solution_budget";1.11;0;"";"";"";"";"";"Catalogue standard"
3855030;4.9199;4.3319;0.9292;24957;"no_solution_budget";1.85;0;"";"";"";"";"";"Catalogue standard"
4488730;2.4765;2.8142;1.345;243083;"no_solution_budget";1.17;0;"";"";"";"";"";"Catalogue standard"
6295402;4.8504;2.4148;0.9069;148169;"no_solution_budget";1.22;0;"";"";"";"";"";"Catalogue standard"
19537967;4.6718;5.1262;1.3037;101630;"recommended_target";2.21;11.03;6.62;16199221;"P1";"B1";"I1";"Catalogue standard"
1214862;6.2184;2.8859;1.2106;131266;"no_solution_budget";1.46;0;"";"";"";"";"";"Catalogue standard"
13543402;0.8371;4.6244;1.0393;121263;"recommended_target";2.02;6.05;2.02;9660152;"P1";"B1";"I1";"Catalogue standard"
3511107;2.6438;4.2583;1.2565;105167;"no_solution_budget";1.71;0;"";"";"";"";"";"Catalogue standard"
16404999;2.7325;4.3013;1.3153;157437;"recommended_target";2.14;6.42;3.21;14893860;"P2";"B1";"I1";"Catalogue standard"
5111356;3.512;4.4596;0.9204;79197;"no_solution_budget";1.4;0;"";"";"";"";"";"Catalogue standard"
22241034;5.3833;4.5598;0.8973;244160;"recommended_target";2.34;23.43;7.03;16278653;"P1";"B2";"I1";"Catalogue standard"
20617225;1.9118;3.8236;1.0562;148178;"recommended_target";1.98;7.91;1.98;14140717;"P1";"B1";"I1";"Catalogue standard"
15408550;6.1468;2.6689;1.2854;107992;"recommended_target";1.3;6.5;6.5;15228161;"P1";"B1";"I1";"Catalogue standard"
13378152;1.5493;3.8314;0.93;44670;"recommended_target";1.65;8.25;1.65;8124392;"P1";"B1";"I1";"Catalogue standard"
5878798;4.8754;5.2232;1.0245;228602;"no_solution_budget";1.49;0;"";"";"";"";"";"Catalogue standard"
29577952;6.0412;4.4875;0.9567;55442;"recommended_target";2.08;24.96;6.24;13331342;"P1";"B1";"I1";"Catalogue standard"
8338891;4.6884;5.3435;0.9861;44912;"no_solution_budget";1.63;0;"";"";"";"";"";"Catalogue standard"
15845861;2.145;4.7246;0.876;36341;"recommended_target";2.48;22.29;2.48;9828077;"P1";"B1";"I1";"Catalogue standard"
19610618;4.8984;3.0456;1.2795;10598;"recommended_budget_limited";1.01;3.02;3.02;18484995;"P1";"B1";"I1";"Catalogue standard"
1244253;5.8777;4.5543;1.2027;195505;"no_solution_budget";1.65;0;"";"";"";"";"";"Catalogue standard"
28954890;4.9558;4.219;1.3469;145331;"recommended_target";1.5;13.5;6;19250926;"P1";"B1";"I1";"Catalogue standard"
21552567;3.5332;4.6364;1.1032;236985;"recommended_target";1.25;10.01;3.76;13662538;"P1";"B1";"I1";"Catalogue standard"
2628146;5.0983;3.5992;0.8508;211807;"no_solution_budget";1.14;0;"";"";"";"";"";"Catalogue standard"
23373456;5.8753;3.5179;1.1835;5939;"recommended_target";1.66;11.6;6.63;18720813;"P1";"B2";"I1";"Catalogue standard"
18237743;0.8468;4.1831;0.9592;1378;"recommended_target";1.35;14.87;1.35;6477106;"P1";"B1";"I1";"Catalogue standard"
8045165;4.1785;5.1947;1.1847;218170;"no_solution_budget";1.85;0;"";"";"";"";"";"Catalogue standard"
19069263;1.7961;5.1253;1.104;136139;"recommended_target";1.75;13.99;2.63;9314221;"P2";"B1";"I1";"Catalogue standard"
7466222;5.1156;4.4769;1.174;81674;"no_solution_budget";1.67;0;"";"";"";"";"";"Catalogue standard"
24192543;1.9231;3.2723;1.0097;120808;"recommended_target";1.02;15.27;2.04;10104770;"P1";"B1";"I1";"Catalogue standard"
27037134;3.4159;3.8942;1.1509;141510;"recommended_target";1.24;12.41;3.72;16000889;"P1";"B1";"I1";"Catalogue standard"
29857254;7.864;2.7286;1.2996;56629;"recommended_target";1.31;9.18;7.87;27330949;"P1";"B2";"I1";"Catalogue standard"
19811531;4.0359;2.5525;0.9606;142478;"no_solution_budget";1.11;0;"";"";"";"";"";"Catalogue standard"
8025835;7.8957;5.2173;1.0591;40174;"no_solution_budget";2.16;0;"";"";"";"";"";"Catalogue standard"
11938382;0.9784;3.8593;1.1864;122260;"no_solution_budget";1.18;0;"";"";"";"";"";"Catalogue standard"
7923771;6.1906;2.4864;0.9104;15262;"no_solution_budget";0.97;0;"";"";"";"";"";"Catalogue standard"
17380300;1.1457;4.3602;1.1725;211629;"recommended_target";1.9;8.55;1.9;13905328;"P1";"B1";"I1";"Catalogue standard"
14777266;5.4;2.8289;1.2033;54456;"recommended_budget_limited";1.05;3.15;3.15;14453614;"P1";"B2";"I1";"Catalogue standard"
29022790;7.1582;2.286;1.1763;243560;"recommended_budget_limited";1.11;5.55;5.55;25643777;"P1";"B2";"I2";"Catalogue standard"
27518706;2.9944;3.5243;0.8869;170888;"recommended_target";1.39;19.46;4.17;9476787;"P1";"B2";"I1";"Catalogue standard"
9458251;7.9438;2.7836;1.2646;150285;"no_solution_budget";0.92;0;"";"";"";"";"";"Catalogue standard"
23733466;3.1639;2.6755;1.2824;129553;"recommended_target";1.28;10.23;3.83;17593081;"P1";"B1";"I1";"Catalogue standard"
10249070;7.5342;2.2113;1.1109;22081;"no_solution_budget";0.83;0;"";"";"";"";"";"Catalogue standard"
23560107;0.4361;2.9065;0.8504;42888;"recommended_target";0.87;7.8;0.87;8068280;"P1";"B1";"I1";"Catalogue standard"
20158672;3.6907;4.9028;1.221;4612;"recommended_target";2.47;14.83;3.71;10138767;"P2";"B1";"I1";"Catalogue standard"
19202278;7.3643;2.2994;0.9263;126539;"recommended_budget_limited";0.66;1.97;1.97;18430630;"P1";"B2";"I1";"Catalogue standard"
14000578;6.389;3.4617;0.9812;188379;"no_solution_budget";1.09;0;"";"";"";"";"";"Catalogue standard"
26227257;4.4168;5.3925;1.3131;60751;"recommended_target";1.74;13;5.21;15972494;"P1";"B1";"I1";"Catalogue standard"
17205677;1.6244;3.724;1.1748;185179;"recommended_target";1.19;7.14;1.78;11214996;"P2";"B1";"I1";"Catalogue standard"
17475467;3.6504;4.8256;1.3498;29099;"recommended_target";1.7;10.18;5.09;13769715;"P1";"B1";"I1";"Catalogue standard"
8259686;3.6217;3.0283;0.9225;207721;"recommended_budget_limited";1.15;2.29;2.29;7386427;"P1";"B1";"I1";"Catalogue standard"
1250040;7.1353;4.9093;1.1531;142212;"no_solution_budget";1.49;0;"";"";"";"";"";"Catalogue standard"
8628608;4.8982;2.7644;1.2656;60665;"no_solution_budget";1;0;"";"";"";"";"";"Catalogue standard"
25058028;6.5035;3.0105;0.9388;178040;"recommended_target";0.8;7.99;7.19;23806040;"P1";"B2";"I1";"Catalogue standard"
4982357;2.1544;3.9216;0.9895;29673;"no_solution_budget";1.84;0;"";"";"";"";"";"Catalogue standard"
28597724;2.1661;4.5888;1.1948;85118;"recommended_target";1.81;18.14;2.72;9652042;"P2";"B1";"I1";"Catalogue standard"
23258186;4.4538;4.9381;1.1784;110397;"recommended_target";2.15;21.48;6.44;15240894;"P1";"B1";"I1";"Catalogue standard"
26492220;6.0374;3.1805;1.2886;79288;"recommended_target";1.45;14.53;6.53;17547691;"P2";"B2";"I1";"Catalogue standard"
18688539;5.2644;3.5535;1.0709;117231;"recommended_target";1.29;11.63;5.81;13083322;"P2";"B2";"I1";"Catalogue standard"
22520283;6.509;2.2213;0.8725;120661;"recommended_target";1.16;19.11;6.95;9857268;"P1";"B1";"I1";"Catalogue standard"
17165050;2.4846;2.7971;0.9347;92762;"recommended_target";1.25;14.99;2.5;7869967;"P1";"B1";"I1";"Catalogue standard"
20354458;0.7829;3.5123;0.9861;164280;"recommended_target";1.25;7.52;1.25;12482614;"P1";"B1";"I1";"Catalogue standard"
25534002;3.9646;3.8974;1.0756;118770;"recommended_target";1.69;8.43;5.06;12685972;"P1";"B1";"I1";"Catalogue standard"
1145377;3.9949;3.1744;1.0773;38151;"no_solution_budget";1.44;0;"";"";"";"";"";"Catalogue standard"
16431302;0.5759;4.7736;1.1326;249024;"recommended_target";1.46;7.3;1.46;11075594;"P1";"B1";"I1";"Catalogue standard"
13253171;4.6877;5.1035;1.0476;194155;"recommended_budget_limited";1.45;4.35;4.35;12875725;"P1";"B1";"I1";"Catalogue standard"
19379245;2.9901;3.2772;1.1487;108600;"recommended_target";1.4;7.01;4.2;16544784;"P1";"B1";"I1";"Catalogue standard"
7084132;5.3735;5.2276;0.9155;103975;"no_solution_budget";2.52;0;"";"";"";"";"";"Catalogue standard"
1895685;2.0515;4.8768;0.9534;124561;"no_solution_budget";1.57;0;"";"";"";"";"";"Catalogue standard"
4905772;3.7477;3.8836;1.0535;61649;"no_solution_budget";1.09;0;"";"";"";"";"";"Catalogue standard"
7621104;4.1366;4.0334;1.3003;134405;"no_solution_budget";1.1;0;"";"";"";"";"";"Catalogue standard"
5748824;3.844;2.9724;1.2286;59909;"no_solution_budget";1.42;0;"";"";"";"";"";"Catalogue standard"
5763020;2.4915;2.4922;0.883;152072;"no_solution_budget";1.15;0;"";"";"";"";"";"Catalogue standard"
4622847;2.3772;5.0157;1.1421;57101;"no_solution_budget";2.58;0;"";"";"";"";"";"Catalogue standard"
28802675;7.1353;3.9182;0.9547;122351;"recommended_target";1.57;26.63;7.83;9884168;"P1";"B1";"I1";"Catalogue standard"
8335609;1.9781;2.6284;0.8519;48417;"recommended_target";0.9;6.76;2.7;4831805;"P1";"B1";"I1";"Catalogue standard"
27218525;6.3225;3.7341;1.2155;203780;"recommended_target";1.22;9.79;7.34;24100571;"P1";"B2";"I1";"Catalogue standard"
10777699;7.0596;3.0388;1.1525;227475;"no_solution_budget";0.85;0;"";"";"";"";"";"Catalogue standard"
20267181;4.9346;3.868;1.0522;3134;"recommended_target";1.85;5.54;5.54;19566269;"P1";"B1";"I1";"Catalogue standard"
6675410;1.1722;3.7243;1.2145;125124;"no_solution_budget";1.2;0;"";"";"";"";"";"Catalogue standard"
19437640;0.8204;3.8012;1.0375;132159;"recommended_target";1.9;26.58;1.9;7453956;"P1";"B1";"I1";"Catalogue standard"
8089370;6.0103;3.0013;1.3308;19813;"no_solution_budget";1.07;0;"";"";"";"";"";"Catalogue standard"
9371415;6.4467;4.8047;0.9634;234766;"no_solution_budget";2.23;0;"";"";"";"";"";"Catalogue standard"
10406102;1.7023;4.0953;1.0047;81098;"no_solution_budget";1.35;0;"";"";"";"";"";"Catalogue standard"
4631986;6.804;4.9857;1.0104;131209;"no_solution_budget";1.71;0;"";"";"";"";"";"Catalogue standard"
15797260;5.518;5.0338;1.1379;213008;"no_solution_budget";1.73;0;"";"";"";"";"";"Catalogue standard"
7024373;5.5071;5.3147;1.0954;210364;"no_solution_budget";1.89;0;"";"";"";"";"";"Catalogue standard"
20169103;1.3949;2.2456;1.2552;110095;"recommended_target";0.74;8.83;1.47;11820667;"P1";"B1";"I1";"Catalogue standard"
4022087;1.7334;4.1847;0.8977;62835;"no_solution_budget";1.83;0;"";"";"";"";"";"Catalogue standard"
24055476;7.3216;3.6143;1.3239;204321;"no_solution_budget";1.3;0;"";"";"";"";"";"Catalogue standard"
4566713;2.7283;3.2558;1.2015;101731;"no_solution_budget";1.14;0;"";"";"";"";"";"Catalogue standard"
9783506;6.1113;3.9271;1.3224;168443;"no_solution_budget";1.06;0;"";"";"";"";"";"Catalogue standard"
27877463;1.1159;2.9658;0.9075;205330;"recommended_target";1.25;22.46;1.25;9994081;"P1";"B1";"I1";"Catalogue standard"
11125032;7.065;2.3724;1.057;29536;"recommended_budget_limited";1.01;1.01;1.01;11059248;"P1";"B2";"I1";"Catalogue standard"
18256650;2.8706;5.1433;1.0238;2015;"recommended_target";2.65;18.52;3.97;12879078;"P2";"B1";"I1";"Catalogue standard"
26600882;5.1828;5.3829;0.8629;187703;"recommended_target";2.28;22.77;6.83;18176688;"P1";"B2";"I1";"Catalogue standard"
1014745;4.8083;4.4348;1.045;193519;"no_solution_budget";2.15;0;"";"";"";"";"";"Catalogue standard"
9192026;2.81;4.485;1.0224;58169;"no_solution_budget";1.99;0;"";"";"";"";"";"Catalogue standard"
16877935;5.2871;3.1626;1.0296;43210;"no_solution_budget";1.64;0;"";"";"";"";"";"Catalogue standard"
4493860;6.3719;3.3069;1.0326;112768;"no_solution_budget";1.67;0;"";"";"";"";"";"Catalogue standard"
28394412;4.9954;3.5572;1.2957;232576;"recommended_target";1.33;13.29;5.31;20000213;"P1";"B1";"I1";"Catalogue standard"
19889916;4.5256;3.5124;1.029;117624;"recommended_target";1.23;9.82;4.91;14573960;"P1";"B1";"I1";"Catalogue standard"
10235514;6.9405;5.2616;1.1215;226806;"no_solution_budget";2.67;0;"";"";"";"";"";"Catalogue standard"
22181634;2.1193;2.3693;1.2608;50561;"recommended_target";0.87;12.24;2.62;9568101;"P1";"B1";"I1";"Catalogue standard"
20706786;6.5561;3.9828;1.0842;230065;"recommended_target";1.24;9.92;7.44;17667706;"P1";"B2";"I1";"Catalogue standard"
22854026;6.409;3.5254;1.2885;112719;"recommended_target";1.76;14.11;7.05;17995428;"P1";"B1";"I1";"Catalogue standard"
3554520;0.6741;2.9697;1.3312;18342;"no_solution_budget";1;0;"";"";"";"";"";"Catalogue standard"
6845495;4.2775;4.7573;1.076;126986;"no_solution_budget";1.39;0;"";"";"";"";"";"Catalogue standard"
27087924;4.7224;2.4227;1.0799;53210;"recommended_target";1.06;20.69;4.78;14352636;"P2";"B2";"I1";"Catalogue standard"
8886401;2.0815;5.3721;1.1562;19473;"recommended_target";2.54;2.54;2.54;8640722;"P1";"B1";"I1";"Catalogue standard"
23048201;7.6087;2.3961;1.129;69165;"recommended_budget_limited";0.71;5.71;5.71;22827805;"P1";"B2";"I1";"Catalogue standard"
7237541;7.4675;5.3814;1.0833;212281;"no_solution_budget";1.88;0;"";"";"";"";"";"Catalogue standard"
19355993;6.3698;4.0305;1.0431;180956;"recommended_target";1.82;9.1;7.28;15890819;"P1";"B1";"I1";"Catalogue standard"
5559139;0.6398;2.3363;1.2471;194573;"no_solution_budget";1.01;0;"";"";"";"";"";"Catalogue standard"
19170427;6.2235;4.6559;1.1068;241165;"recommended_budget_limited";1.58;2.37;2.37;19106650;"P2";"B2";"I1";"Catalogue standard"
21735666;6.632;4.3976;1.3228;237442;"recommended_target";1.94;21.37;7.77;11542809;"P1";"B1";"I1";"Catalogue standard"
25408807;4.9662;5.0359;1.0338;82826;"recommended_target";1.86;11.18;5.59;9982290;"P1";"B2";"I1";"Catalogue standard"
12334329;3.4797;3.6362;0.9666;4414;"recommended_budget_limited";1.57;2.36;2.36;12132843;"P2";"B1";"I1";"Catalogue standard"
12318385;2.3681;5.1737;0.9168;172765;"recommended_target";1.58;12.63;2.37;5766067;"P2";"B1";"I1";"Catalogue standard"
27047969;2.5474;4.6951;0.8573;136866;"recommended_target";1.51;24.23;3.03;5317677;"P1";"B1";"I1";"Catalogue standard"
8673092;7.1453;4.4815;0.9276;219119;"no_solution_budget";1.26;0;"";"";"";"";"";"Catalogue standard"
1528705;4.4998;2.6133;1.1195;90129;"no_solution_budget";1.05;0;"";"";"";"";"";"Catalogue standard"
12001097;5.8877;5.3162;0.9754;186961;"recommended_budget_limited";2.32;4.63;4.63;10872885;"P1";"B1";"I1";"Catalogue standard"
19519699;0.744;4.3995;1.0693;14868;"recommended_target";1.33;23.99;1.33;5912490;"P1";"B1";"I1";"Catalogue standard"
28746162;1.5551;5.3131;1.3083;119480;"recommended_target";2.14;19.26;2.14;15755329;"P1";"B1";"I1";"Catalogue standard"
3701164;0.7254;2.4625;0.8873;147515;"no_solution_budget";1.21;0;"";"";"";"";"";"Catalogue standard"
1739382;6.984;5.0025;1.0636;154679;"no_solution_budget";1.36;0;"";"";"";"";"";"Catalogue standard"
4245864;3.4708;4.8419;1.2651;196235;"no_solution_budget";2.48;0;"";"";"";"";"";"Catalogue standard"
7620579;2.8237;4.2725;0.9342;59366;"recommended_budget_limited";2.13;2.13;2.13;7005735;"P1";"B1";"I1";"Catalogue standard"
13291251;2.3354;5.1526;1.0868;163252;"no_solution_budget";2.54;0;"";"";"";"";"";"Catalogue standard"
28212896;0.8696;3.3425;1.0816;239232;"recommended_target";1.26;28.28;1.26;8530760;"P1";"B1";"I1";"Catalogue standard"
19442630;4.0291;4.0434;1.3165;133468;"recommended_target";1.31;5.24;5.24;18724050;"P1";"B1";"I1";"Catalogue standard"
28132462;3.167;2.8441;1.0967;166444;"recommended_target";1.07;16.06;3.21;12661590;"P1";"B2";"I1";"Catalogue standard"
8586753;2.0091;4.3877;1.2496;111327;"recommended_target";2.03;2.03;2.03;8166744;"P1";"B1";"I1";"Catalogue standard"
5419852;2.7122;3.1536;1.3424;10173;"no_solution_budget";1.23;0;"";"";"";"";"";"Catalogue standard"
29780636;2.487;4.1653;1.1881;205865;"recommended_target";1.7;15.28;2.55;9394958;"P2";"B1";"I1";"Catalogue standard"
10524047;7.1056;5.1042;1.3177;101459;"no_solution_budget";1.84;0;"";"";"";"";"";"Catalogue standard"
10348511;4.9484;5.0581;1.1863;176076;"no_solution_budget";1.78;0;"";"";"";"";"";"Catalogue standard"
11865077;4.5521;3.2051;0.909;227297;"no_solution_budget";1.12;0;"";"";"";"";"";"Catalogue standard"
22633343;1.7231;4.5748;1.3296;8119;"recommended_target";2.28;17.07;2.28;10016530;"P1";"B1";"I1";"Catalogue standard"
27261129;1.192;4.3236;0.9559;20583;"recommended_target";2.02;20.17;2.02;10001894;"P1";"B1";"I1";"Catalogue standard"
23670594;5.8685;2.8339;1.325;130738;"recommended_budget_limited";1.19;1.19;1.19;23028282;"P1";"B2";"I1";"Catalogue standard"
10042002;6.0644;4.4417;1.1116;158110;"no_solution_budget";2.09;0;"";"";"";"";"";"Catalogue standard"
10443554;6.6875;4.1768;1.0324;38559;"no_solution_budget";1.9;0;"";"";"";"";"";"Catalogue standard"
29496016;7.0875;2.5731;0.9161;88805;"recommended_target";1.15;18.43;8.06;20310291;"P1";"B2";"I1";"Catalogue standard"
4903940;2.6877;2.3469;1.2374;62933;"no_solution_budget";0.75;0;"";"";"";"";"";"Catalogue standard"
12724228;4.974;2.8337;0.9997;104510;"no_solution_budget";1.21;0;"";"";"";"";"";"Catalogue standard"
26661215;5.2031;2.2606;0.9788;9712;"recommended_target";1.04;7.83;5.22;16817536;"P1";"B2";"I1";"Catalogue standard"
27816613;4.0177;2.7825;1.2841;126363;"recommended_target";0.96;5.78;4.33;24711577;"P2";"B2";"I1";"Catalogue standard"
2721604;6.8342;2.8149;0.8924;200970;"no_solution_budget";0.91;0;"";"";"";"";"";"Catalogue standard"
16832289;5.3702;3.1069;1.1133;126989;"recommended_budget_limited";0.96;4.78;4.78;16707613;"P1";"B2";"I1";"Catalogue standard"
6955638;3.5696;3.9126;1.3347;66340;"no_solution_budget";1.73;0;"";"";"";"";"";"Catalogue standard"
8172263;4.5697;3.1023;1.3306;32772;"no_solution_budget";1.43;0;"";"";"";"";"";"Catalogue standard"
20653730;4.2749;2.3557;1.3002;157398;"no_solution_budget";1.02;0;"";"";"";"";"";"Catalogue standard"
18891227;3.3532;5.1991;1.0808;17115;"recommended_target";2.18;26.16;4.36;8737374;"P1";"B1";"I1";"Catalogue standard"
5655254;6.1691;4.845;0.8614;8599;"no_solution_budget";2.31;0;"";"";"";"";"";"Catalogue standard"
2116971;3.985;5.019;0.9546;195473;"no_solution_budget";2.36;0;"";"";"";"";"";"Catalogue standard"
25670379;1.5602;2.6422;1.3371;218687;"recommended_target";0.95;5.67;1.89;17590149;"P1";"B1";"I1";"Catalogue standard"
27344624;4.3856;2.4958;1.1768;131602;"recommended_target";1.16;8.71;4.64;19305404;"P1";"B2";"I1";"Catalogue standard"
15618042;0.7101;4.8894;1.1505;180477;"recommended_target";1.51;2.27;1.51;14613170;"P1";"B1";"I1";"Catalogue standard"
12760642;5.5364;2.6729;1.2632;152626;"no_solution_budget";1.19;0;"";"";"";"";"";"Catalogue standard"
12640325;6.3641;2.7476;1.1645;122471;"no_solution_budget";1.22;0;"";"";"";"";"";"Catalogue standard"
23240694;4.6558;2.8938;1.0963;13714;"recommended_target";1.11;11.67;5;15825225;"P2";"B1";"I1";"Catalogue standard"
29985737;4.9343;4.2063;1.2051;246183;"recommended_target";1.59;20.67;6.36;16741415;"P1";"B1";"I1";"Catalogue standard"
27068942;1.0172;4.8299;1.1056;92087;"recommended_target";2.34;23.36;2.34;7513436;"P1";"B1";"I1";"Catalogue standard"
12743964;3.1886;3.8316;1.2807;76235;"no_solution_budget";1.75;0;"";"";"";"";"";"Catalogue standard"
2056076;2.4494;4.5426;1.3297;40322;"no_solution_budget";1.39;0;"";"";"";"";"";"Catalogue standard"
5524955;7.7977;4.2607;1.2227;139620;"no_solution_budget";2.21;0;"";"";"";"";"";"Catalogue standard"
4402423;4.3076;4.1554;1.0093;81102;"no_solution_budget";1.94;0;"";"";"";"";"";"Catalogue standard"
